drug_name,chembl_id,smiles,source_entity_type,source_entity_id,source_entity_name,phase,status,disease_id,disease_name,mechanismOfAction,ensg_id,pathway_url,canonical_smiles,inchikey,parent_smiles,parent_inchikey,stereochemistry_flag,salt_form_flag,is_known_aml_drug,dedup_key
FORETINIB,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,pathway,R-HSA-9669924,Masitinib-resistant KIT mutant,2.0,Completed,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669924,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N,0.0,0.0,False,CXQHYVUVSFXTMY-UHFFFAOYSA-N
AMUVATINIB,CHEMBL2103851,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,pathway,R-HSA-9669924,Masitinib-resistant KIT mutant,2.0,Completed,EFO_0000702,small cell lung carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669924,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,FOFDIMHVKGYHRU-UHFFFAOYSA-N,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,FOFDIMHVKGYHRU-UHFFFAOYSA-N,0.0,0.0,False,FOFDIMHVKGYHRU-UHFFFAOYSA-N
SU-014813,CHEMBL1721885,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,pathway,R-HSA-9669924,Masitinib-resistant KIT mutant,2.0,Completed,EFO_0003869,breast neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669924,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-PMFHANACSA-N,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-PMFHANACSA-N,1.0,0.0,False,CTNPALGJUAXMMC-PMFHANACSA-N
TELATINIB,CHEMBL2079588,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,pathway,R-HSA-9669924,Masitinib-resistant KIT mutant,2.0,Completed,MONDO_0001056,gastric cancer,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669924,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,QFCXANHHBCGMAS-UHFFFAOYSA-N,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,QFCXANHHBCGMAS-UHFFFAOYSA-N,0.0,0.0,False,QFCXANHHBCGMAS-UHFFFAOYSA-N
XL-820,CHEMBL3545402,,pathway,R-HSA-9669924,Masitinib-resistant KIT mutant,2.0,Completed,MONDO_0011719,gastrointestinal stromal tumor,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669924,,,,,,,False,CHEMBL:CHEMBL3545402
OSI-930,CHEMBL1614710,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,pathway,R-HSA-9669924,Masitinib-resistant KIT mutant,1.0,Completed,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669924,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,0.0,0.0,False,FGTCROZDHDSNIO-UHFFFAOYSA-N
MASITINIB,CHEMBL1908391,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,0.0,0.0,False,WJEOLQLKVOPQFV-UHFFFAOYSA-N
REGORAFENIB,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,0.0,0.0,False,FNHKPVJBJVTLMP-UHFFFAOYSA-N
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000681,renal cell carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,1.0,0.0,False,WINHZLLDWRZWRT-ATVHPVEESA-N
PAZOPANIB HYDROCHLORIDE,CHEMBL1201733,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000691,sarcoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,MQHIQUBXFFAOMK-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,0.0,1.0,False,CUIHSIWYWATEQL-UHFFFAOYSA-N
SUNITINIB MALATE,CHEMBL1567,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000681,renal cell carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,LBWFXVZLPYTWQI-IPOVEDGCSA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,1.0,1.0,False,WINHZLLDWRZWRT-ATVHPVEESA-N
TIVOZANIB HYDROCHLORIDE,CHEMBL2105756,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000681,renal cell carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,RQXMKRRBJITKRN-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,0.0,1.0,False,SPMVMDHWKHCIDT-UHFFFAOYSA-N
PEXIDARTINIB,CHEMBL3813873,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,0.0,0.0,False,JGWRKYUXBBNENE-UHFFFAOYSA-N
AVAPRITINIB,CHEMBL4204794,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,DWYRIWUZIJHQKQ-SANMLTNESA-N,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,DWYRIWUZIJHQKQ-SANMLTNESA-N,1.0,0.0,False,DWYRIWUZIJHQKQ-SANMLTNESA-N
RIPRETINIB,CHEMBL4216467,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CEFJVGZHQAGLHS-UHFFFAOYSA-N,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CEFJVGZHQAGLHS-UHFFFAOYSA-N,0.0,0.0,False,CEFJVGZHQAGLHS-UHFFFAOYSA-N
PEXIDARTINIB HYDROCHLORIDE,CHEMBL3989973,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,4.0,,EFO_1000562,Tenosynovial Giant Cell Tumor,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,CJLUYLRKLUYCEK-UHFFFAOYSA-N,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,0.0,1.0,False,JGWRKYUXBBNENE-UHFFFAOYSA-N
CATEQUENTINIB,CHEMBL4303201,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Not yet recruiting,EFO_0000182,hepatocellular carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,KSMZEXLVHXZPEF-UHFFFAOYSA-N,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,KSMZEXLVHXZPEF-UHFFFAOYSA-N,0.0,0.0,False,KSMZEXLVHXZPEF-UHFFFAOYSA-N
FAMITINIB,CHEMBL1278146,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Completed,EFO_0000365,colorectal adenocarcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,GKEYKDOLBLYGRB-LGMDPLHJSA-N,1.0,0.0,False,GKEYKDOLBLYGRB-LGMDPLHJSA-N
CEDIRANIB,CHEMBL491473,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Completed,EFO_0000519,glioblastoma multiforme,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,XXJWYDDUDKYVKI-UHFFFAOYSA-N,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,XXJWYDDUDKYVKI-UHFFFAOYSA-N,0.0,0.0,False,XXJWYDDUDKYVKI-UHFFFAOYSA-N
PAZOPANIB,CHEMBL477772,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,"Active, not recruiting",EFO_0000349,clear cell renal carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,0.0,0.0,False,CUIHSIWYWATEQL-UHFFFAOYSA-N
CM-082,CHEMBL3545427,,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Unknown status,EFO_0000681,renal cell carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,,,,,,,False,CHEMBL:CHEMBL3545427
TIVOZANIB,CHEMBL1289494,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N,0.0,0.0,False,SPMVMDHWKHCIDT-UHFFFAOYSA-N
SERALUTINIB,CHEMBL4650333,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Recruiting,EFO_0001361,pulmonary arterial hypertension,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,JHJNPOSPVGRIAN-SFHVURJKSA-N,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC,JHJNPOSPVGRIAN-SFHVURJKSA-N,1.0,0.0,False,JHJNPOSPVGRIAN-SFHVURJKSA-N
DOVITINIB,CHEMBL522892,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Completed,EFO_0000681,renal cell carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,0.0,0.0,False,PIQCTGMSNWUMAF-UHFFFAOYSA-N
MOTESANIB,CHEMBL572881,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,RAHBGWKEPAQNFF-UHFFFAOYSA-N,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,RAHBGWKEPAQNFF-UHFFFAOYSA-N,0.0,0.0,False,RAHBGWKEPAQNFF-UHFFFAOYSA-N
VATALANIB,CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Completed,EFO_0004288,colonic neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,YCOYDOIWSSHVCK-UHFFFAOYSA-N,0.0,0.0,False,YCOYDOIWSSHVCK-UHFFFAOYSA-N
SEMAXANIB,CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,3.0,Completed,MONDO_0005575,colorectal cancer,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,WUWDLXZGHZSWQZ-WQLSENKSSA-N,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,WUWDLXZGHZSWQZ-WQLSENKSSA-N,1.0,0.0,False,WUWDLXZGHZSWQZ-WQLSENKSSA-N
ENMD-2076,CHEMBL482968,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,EFO_0000182,hepatocellular carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,BLQYVHBZHAISJM-CMDGGOBGSA-N,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,BLQYVHBZHAISJM-CMDGGOBGSA-N,1.0,0.0,False,BLQYVHBZHAISJM-CMDGGOBGSA-N
XL-999,CHEMBL5314391,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Terminated,EFO_0000222,acute myeloid leukemia,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,DMQYDVBIPXAAJA-VHXPQNKSSA-N,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,DMQYDVBIPXAAJA-VHXPQNKSSA-N,1.0,0.0,False,DMQYDVBIPXAAJA-VHXPQNKSSA-N
TANDUTINIB,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,EFO_0000349,clear cell renal carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,UXXQOJXBIDBUAC-UHFFFAOYSA-N,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,UXXQOJXBIDBUAC-UHFFFAOYSA-N,0.0,0.0,False,UXXQOJXBIDBUAC-UHFFFAOYSA-N
FORETINIB,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N,0.0,0.0,False,CXQHYVUVSFXTMY-UHFFFAOYSA-N
AMUVATINIB,CHEMBL2103851,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,EFO_0000702,small cell lung carcinoma,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,FOFDIMHVKGYHRU-UHFFFAOYSA-N,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,FOFDIMHVKGYHRU-UHFFFAOYSA-N,0.0,0.0,False,FOFDIMHVKGYHRU-UHFFFAOYSA-N
SU-014813,CHEMBL1721885,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,EFO_0003869,breast neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-PMFHANACSA-N,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-PMFHANACSA-N,1.0,0.0,False,CTNPALGJUAXMMC-PMFHANACSA-N
TELATINIB,CHEMBL2079588,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,MONDO_0001056,gastric cancer,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,QFCXANHHBCGMAS-UHFFFAOYSA-N,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,QFCXANHHBCGMAS-UHFFFAOYSA-N,0.0,0.0,False,QFCXANHHBCGMAS-UHFFFAOYSA-N
XL-820,CHEMBL3545402,,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,2.0,Completed,MONDO_0011719,gastrointestinal stromal tumor,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,,,,,,,False,CHEMBL:CHEMBL3545402
OSI-930,CHEMBL1614710,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,pathway,R-HSA-9669926,Nilotinib-resistant KIT mutant,1.0,Completed,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669926,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,0.0,0.0,False,FGTCROZDHDSNIO-UHFFFAOYSA-N
MASITINIB,CHEMBL1908391,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,pathway,R-HSA-9669929,Regorafenib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669929,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,0.0,0.0,False,WJEOLQLKVOPQFV-UHFFFAOYSA-N
REGORAFENIB,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,pathway,R-HSA-9669929,Regorafenib-resistant KIT mutant,4.0,,EFO_0000616,neoplasm,,ENSG00000157404,https://reactome.org/PathwayBrowser/#/R-HSA-9669929,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,0.0,0.0,False,FNHKPVJBJVTLMP-UHFFFAOYSA-N
