compound_name,Morphology score,Infection rate (%),Inhibition of cytopathicity (%),naive_composite,naive_rank
nisoldipine,-0.036867686488795,111.5,-0.44800000000000006,-0.06039215527056241,4272.0
TG-100572,-0.040020056913074,103.0,-3.6479999999999997,-0.060412337185796895,4273.0
GDC-0941,-0.319217695765175,89.0,-0.06600000000000002,-0.0605280091384485,4274.0
methotrexate,-0.182744239906417,100.0,-0.21199999999999997,-0.060530942245361076,4275.0
VX-765,0.038567897261192,116.0,-1.1640000000000001,-0.060548350115448867,4276.0
avridine,0.068873934399204,102.0,-7.5840000000000005,-0.060588751655746544,4277.0
ftaxilide,-0.119767529499575,106.5,0.25,-0.060696407088053426,4278.0
PX-12,-0.17205892936542,95.0,-2.524,-0.060711616629609,4279.0
talniflumate,-0.089878023394138,108.5,0.05400000000000009,-0.06073380611001067,4280.0
quinapril,-0.145495462188012,109.0,2.036,-0.06081359442602715,4281.0
9-aminoacridine,0.102054888170457,105.5,-7.336,-0.06084941294431789,4282.0
norepinephrine,-0.067039763577081,109.0,-0.508,-0.060855092908646845,4283.0
voglibose,-0.105017440176244,106.5,-0.26400000000000007,-0.06095562006219305,4284.0
tolrestat,-0.01108930186458,108.5,-2.542,-0.06106551719180664,4285.0
uridine-triacetate,-0.024936291154402,111.5,-0.93,-0.061068013901673046,4286.0
mirin,-0.027738869530166,112.0,-0.65,-0.06110131933179652,4287.0
cloxyquin,-0.129802864249669,109.0,1.48,-0.06115382537174585,4288.0
cianidanol,-0.041718871742599,110.0,-0.9959999999999999,-0.061256201982569314,4289.0
omeprazole-magnesium,-0.137763202563015,116.0,4.43,-0.061325879868510756,4290.0
benzoquinonium-dibromide,-0.008894190529587,113.0,-0.906,-0.061344115409482036,4291.0
chromocarb,-0.132878067126284,105.5,0.18599999999999994,-0.06140039199112209,4292.0
spizofurone,-0.067673173445319,112.5,0.7859999999999999,-0.06145309886823058,4293.0
kakonein,-0.01860597877209,103.0,-4.496,-0.06150512710871403,4294.0
digoxigenin,-0.000579089006741,99.5,-6.438,-0.0615076374888102,4295.0
ajmaline,-0.098179437560682,106.0,-0.764,-0.061552001398267664,4296.0
betamethasone-acetate,-0.021023720056381,114.25,-0.07300000000000002,-0.06165782240570935,4297.0
ochromycinone,-0.04608469586686,105.0,-2.854,-0.06166858991961225,4298.0
JNJ-47965567,-0.047003602792039,112.5,0.08599999999999994,-0.06167359487509457,4299.0
bicalutamide,-0.004535829661496,113.5,-0.9,-0.06167545725787312,4300.0
esmolol,-0.009061993599715,115.5,0.019999999999999997,-0.061694374694593934,4301.0
CYM-50260,-0.066941899654864,115.5,1.8920000000000001,-0.061697623195970865,4302.0
2-aminobenzenesulfonamide,-0.161511047462971,108.0,2.024,-0.061813100994587956,4303.0
GNF-2,-0.106287682701521,111.0,1.3960000000000001,-0.06185444538674689,4304.0
propyl 4-hydroxybenzoate,-0.046199327812587,111.0,-0.554,-0.06189733999564114,4305.0
hesperidin,-0.132302924251036,108.5,1.25,-0.06197613049188414,4306.0
prazosin,-0.058516367059327,107.0,-1.72,-0.06198140210196401,4307.0
IKK-2-inhibitor-V,-0.199507579034333,104.5,1.86,-0.06205778838043826,4308.0
idelalisib,-0.015044903821754,116.5,0.55,-0.062058196713167,4309.0
efaproxiral,-0.103188168475913,107.0,-0.288,-0.062074102663354,4310.0
argatroban,-0.015342173034624,115.0,-0.025999999999999978,-0.06208227296893609,4311.0
gadoteridol,-0.07806223960655,108.0,-0.72,-0.06212540045567024,4312.0
batimastat,0.029224403642766,103.5,-5.944,-0.0621718660673907,4313.0
TPPS4,-0.027253686486337,101.5,-4.918,-0.06234679216992219,4314.0
LGK-974,-0.082764317148119,111.0,0.5640000000000001,-0.062354249848529296,4315.0
fedratinib,-0.054001062434629,99.5,-4.836,-0.0623963276288827,4316.0
LDN-212854,-0.148062052509132,103.0,-0.43800000000000006,-0.06242031553582935,4317.0
nicaraven,-0.019971049918538,114.5,-0.13799999999999998,-0.06255872107999438,4318.0
creatine,0.014833669359584,113.0,-1.8540000000000003,-0.06261392919097349,4319.0
teijin-compound-1,-0.116331660815394,103.0,-1.496,-0.06264203325555451,4320.0
noscapine,-0.104579619497808,104.5,-1.294,-0.06264209479165668,4321.0
PD-168568,-0.067832031854354,114.0,1.204,-0.06264513523762871,4322.0
iodoantipyrine,0.031068567603762,117.5,-0.6399999999999999,-0.0626658675850662,4323.0
bismuth-subsalicylate,-0.239988007697187,116.5,7.74,-0.06267126591721679,4324.0
indoprofen,-0.106329327130875,110.0,0.8800000000000001,-0.06276405908283263,4325.0
iopromide,-0.109768425770868,105.5,-0.766,-0.06283915228894492,4326.0
temoporfin,-0.031101900401007,111.0,-1.182,-0.06287995313414303,4327.0
CLINDAMYCIN HYDROCHLORIDE,-0.131470135292124,102.0,-1.43,-0.06289271373364858,4328.0
picrotoxinin,0.067743410373626,116.0,-2.448,-0.06294281925029326,4329.0
methylnaltrexone,-0.017775066215869,118.5,1.286,-0.0629633696189108,4330.0
mivobulin,-0.093934454236602,111.5,1.032,-0.0629697006856681,4331.0
delamanid,-0.097065187173201,110.0,0.548,-0.06299141750737654,4332.0
pitavastatin,-0.127348988975773,115.0,3.468,-0.06299395918076156,4333.0
(-)-Huperzine A,-0.11827467760893,108.0,0.45600000000000007,-0.0630046641352614,4334.0
rizatriptan,-0.005979731839207,114.0,-0.858,-0.06307474323972413,4335.0
nabumetone,0.037686390365467,117.5,-0.922,-0.06314390523248166,4336.0
penicillin-v-potassium,-0.01552073833019,116.0,0.20400000000000001,-0.06323609877238734,4337.0
TUG-891,-0.174414389832188,100.0,-0.868,-0.06325185974843162,4338.0
lemborexant,0.010791617118824,112.5,-2.008,-0.06325239616264233,4339.0
3-deazaneplanocin-A,-0.103623903754468,112.0,1.49,-0.06331834524439557,4340.0
nepafenac,0.060538251237693,120.0,-0.718,-0.06333433581961252,4341.0
bronopol,-0.082809722272943,107.5,-0.9359999999999999,-0.06336096463621155,4342.0
urethane,-0.071595986037541,106.5,-1.698,-0.06343907097929365,4343.0
epothilone-D,-0.104790325793239,107.0,-0.43600000000000005,-0.06348080900871493,4344.0
nalbuphine,-0.053171199193971,114.5,0.8019999999999999,-0.06350237362806366,4345.0
velneperit,-0.010274262409831,115.0,-0.39399999999999996,-0.0635186714249738,4346.0
abiraterone-acetate,-0.050321423152136,111.5,-0.458,-0.06352640649217216,4347.0
amiprilose,-0.029170839641509,104.5,-3.8620000000000005,-0.06354642391854526,4348.0
WZ4003,0.019127498942351,114.0,-1.7440000000000002,-0.0635939814965331,4349.0
tubocurarine,-0.027444511511662,110.5,-1.6060000000000003,-0.06366566409910297,4350.0
farnesyl-thiosalicylic-acid-amide,0.011998103582451,110.0,-3.0780000000000003,-0.06367927939602509,4351.0
NGD-94-1,-0.069433864580081,107.0,-1.61,-0.06369333132234645,4352.0
bisoprolol,-0.025488732364503,106.0,-3.4219999999999997,-0.06370887810715764,4353.0
ODQ,-0.027152925904455,114.5,-0.06999999999999998,-0.06371558498574681,4354.0
pifithrin-cyclic,-0.11512944340492,106.5,-0.33,-0.0637230598728542,4355.0
cintriamide,-0.08833057292687,109.5,-0.03599999999999994,-0.06374719436184335,4356.0
BIBX-1382,0.044660556319664,114.0,-2.596,-0.06377690286044757,4357.0
PF-750,-0.146773794770277,103.5,-0.48200000000000004,-0.06380279428199347,4358.0
BX-912,-0.001859236927294,110.0,-2.65,-0.06382215333500596,4359.0
3-bromopyruvate,-0.102053541769375,111.0,0.96,-0.06395940497019843,4360.0
SGC-CBP30,-0.090492807237624,113.0,1.3439999999999999,-0.06408796866047184,4361.0
I-BET-762,-0.065170908939615,105.5,-2.388,-0.0641008694644009,4362.0
ethacizin,0.009093660176775,112.0,-2.278,-0.0641736152428906,4363.0
pyrithyldione,-0.047073579075728,107.0,-2.404,-0.06419050706134473,4364.0
butalbital,-0.06318075660044,117.0,1.996,-0.06420734275241653,4365.0
cysteamine,-0.032054909406232,112.0,-0.9560000000000001,-0.06423830304284887,4366.0
atipamezole,-0.114447133412766,111.5,1.512,-0.06426216037689732,4367.0
phloroglucin,-0.082499586313978,114.0,1.444,-0.0642959431766491,4368.0
ftorafur,-0.016005454426593,116.5,0.23600000000000004,-0.06448734144410091,4369.0
macitentan,-0.095187960605749,111.5,0.8539999999999999,-0.06450819211349645,4370.0
TMPH,-0.06593177869157,112.5,0.29400000000000004,-0.06451994912766135,4371.0
adiphenine,-0.106345624933032,109.5,0.43599999999999994,-0.0645271783683613,4372.0
SIB-1553A,-0.039642962643975,112.0,-0.756,-0.06455845579576076,4373.0
gossypol,-0.083919319808996,103.5,-2.634,-0.06463772719268242,4374.0
7-keto-DHEA,-0.178985403591081,113.5,4.318,-0.06467134544315127,4375.0
procainamide,0.007369784917104,116.5,-0.55,-0.06469706313505892,4376.0
alfaxalone,-0.014296350489714,111.5,-1.794,-0.06472705941885137,4377.0
ertugliflozin,-0.056456006256102,107.0,-2.18,-0.06475035006934608,4378.0
sparfloxacin,-0.033504844599616,115.0,0.18200000000000002,-0.06475429681428424,4379.0
econazole,-0.224646202004407,101.0,0.9280000000000002,-0.06478062751655607,4380.0
propafenone,-0.108724535604734,110.0,0.668,-0.06480189570184662,4381.0
Cefonicid (sodium),-0.067051976558505,112.0,0.094,-0.06481683012766974,4382.0
NVP-DPP728,-0.094481985971644,114.0,1.7559999999999998,-0.06482841105650157,4383.0
BMS-299897,0.027892065539465,112.5,-2.788,-0.0648488563816609,4384.0
F-11440,-0.038330786850546,115.0,0.32399999999999995,-0.06485371612501974,4385.0
Dihydrotestosterone,-0.033991370565694,109.5,-1.9579999999999997,-0.06490225391898456,4386.0
thymol,-0.024336416322591,112.5,-1.1099999999999999,-0.06493074912380103,4387.0
ASA-404,-0.087859123522253,114.0,1.5100000000000002,-0.06505187981597012,4388.0
AZD1208,-0.08247714563896,109.5,-0.42000000000000004,-0.06511733658626921,4389.0
letosteine,-0.069696011191873,117.0,2.074,-0.06514200036092214,4390.0
ZM-447439,-0.129600204069369,107.5,0.308,-0.06525957985597974,4391.0
ASP-2535,-0.103048003493539,103.0,-2.3019999999999996,-0.06529072821968059,4392.0
gabapentin,-0.107600355199321,109.0,0.15599999999999997,-0.06541785499277049,4393.0
SCH-51344,-0.005977153080878,111.0,-2.36,-0.06545072969909926,4394.0
resorcinol,0.050335620758685,110.5,-4.378,-0.06546601200698843,4395.0
SGC-0946,-0.021116875764283,119.5,1.424,-0.06548520165469696,4396.0
LY2784544,-0.011644067460157,107.0,-3.7359999999999998,-0.06549863083344169,4397.0
valnemulin,0.053832180463986,115.5,-2.556,-0.06550500523253766,4398.0
clarithromycin,-0.07782369179482,109.0,-0.8280000000000001,-0.06556357930169754,4399.0
FPA-124,-0.123945972387758,109.5,0.858,-0.06556469443641548,4400.0
eglumetad,-0.054144846022658,114.0,0.34,-0.06561022323309085,4401.0
teniposide,-0.098296223018905,111.0,0.6020000000000001,-0.06562387334397239,4402.0
SKF-96365,0.00701851897186,107.0,-4.362,-0.06565526154935997,4403.0
levocabastine,-0.082406829430943,112.0,0.46799999999999997,-0.06568086845413779,4404.0
mitoxantrone,-0.008692196503535,108.0,-3.4760000000000004,-0.06572836945889975,4405.0
Ro-67-7476,-0.114040305146214,109.5,0.514,-0.06573042981709314,4406.0
CGP-7930,-0.127175158474401,108.0,0.35600000000000004,-0.06573554285773224,4407.0
AR-A014418,-0.14112141563572,106.5,0.22399999999999998,-0.06574241271250773,4408.0
D-64131,-0.111743823177312,110.0,0.63,-0.06575698650449029,4409.0
probenecid,-0.085443282774813,105.5,-1.972,-0.06578913031240811,4410.0
seocalcitol,-0.077854997105162,110.0,-0.47800000000000004,-0.0658391318970493,4411.0
lylamine,-0.008721327493154,105.5,-4.462000000000001,-0.06584532715212872,4412.0
norethindrone-acetate,-0.146018597037399,105.5,-0.03400000000000003,-0.06594160602946986,4413.0
fiacitabine,-0.064715938983653,111.0,-0.536,-0.06598746818475158,4414.0
ZSTK-474,-0.046328785491886,107.5,-2.4939999999999998,-0.06602056635394334,4415.0
KS-176,-0.033611981820451,112.5,-0.976,-0.06609980919200494,4416.0
lofepramine,-0.094498072632897,113.5,1.376,-0.06614095570542274,4417.0
naltriben,-0.127994258647773,105.5,-0.648,-0.06615911299857458,4418.0
XMD8-92,-0.063146523252764,113.5,0.356,-0.06618144808624067,4419.0
pinitol,-0.034286644487094,114.5,-0.20400000000000001,-0.0662834563062374,4420.0
nor-binaltorphimine,-0.070287975069227,114.5,0.954,-0.0663304235056013,4421.0
bleomycetin,0.128366429329892,111.0,-6.831999999999999,-0.06633683912034076,4422.0
bleomycin,0.028477662591835,100.0,-7.8759999999999994,-0.06637935224631197,4423.0
CO-101244,-0.087148849014243,111.0,0.12400000000000003,-0.06645012139898117,4424.0
YM-58483,-0.078254172675797,105.5,-2.3,-0.06646088308337776,4425.0
estrone,-0.145353909564913,108.5,1.026,-0.06652511020241476,4426.0
lauric-diethanolamide,-0.120592098890341,108.5,0.21799999999999997,-0.06657393269372514,4427.0
GPI-1046,-0.039372035168231,116.5,0.6900000000000001,-0.06661275439909897,4428.0
hyperin,-0.081930916036077,112.0,0.31999999999999995,-0.06661433004157868,4429.0
sirolimus,-0.126394344204083,103.5,-1.548,-0.06666580885855782,4430.0
belinostat,0.018156872257086,97.5,-8.554,-0.06667189878809088,4431.0
gallamine-triethiodide,-0.128043168372715,112.0,1.7919999999999998,-0.06675348935662133,4432.0
doxofylline,-0.11824020716511,105.5,-1.054,-0.06679582385109133,4433.0
etilevodopa,-0.149440814562631,110.0,1.6940000000000002,-0.0668518220761651,4434.0
cloranolol,-0.073529687364407,100.5,-4.45,-0.06685863725220569,4435.0
AT-9283,0.029332612580008,118.5,-0.792,-0.06686344239676696,4436.0
mofegiline,-0.047103829445993,115.0,0.31599999999999995,-0.06690794106000031,4437.0
ractopamine,-0.065886932518327,111.0,-0.648,-0.06704256323019046,4438.0
docosanol,0.047399483125023,102.0,-7.814,-0.06709826729803285,4439.0
VGX-1027,-0.031254622100106,116.5,0.356,-0.06711533904644307,4440.0
nalfurafine,-0.06807478189491,107.5,-1.9580000000000002,-0.0671996820350359,4441.0
thiocolchicoside,-0.002883453961415,114.0,-1.548,-0.06722685876248968,4442.0
TG-02,-0.085626347288656,103.5,-2.95,-0.0672509481098869,4443.0
savolitinib,-0.180042072628607,104.5,0.492,-0.06725486014552313,4444.0
FIPI,-0.172166805083508,106.5,1.0100000000000002,-0.06727943539743864,4445.0
BVD-523,-0.016971765563591,109.0,-3.06,-0.06741771633276646,4446.0
buparlisib,-0.093921560610687,103.0,-2.902,-0.06743602471804182,4447.0
telithromycin,0.013121744127036,117.5,-0.742,-0.06747097374234927,4448.0
coumophos,-0.071534410710749,110.0,-0.9179999999999999,-0.06749709742727272,4449.0
plicamycin,-0.159010258409444,104.5,-0.23200000000000004,-0.06756180888631032,4450.0
oxaprozin,-0.005923090505169,115.5,-0.916,-0.06756849449727291,4451.0
amoxicillin,-0.145676231193254,102.5,-1.442,-0.06757850096680311,4452.0
etofenamate,-0.060062573168639,112.0,-0.534,-0.06764590587346113,4453.0
androstenone,-0.06397762861091,112.5,-0.21600000000000003,-0.06766505862442944,4454.0
XL388,-0.091809402092843,110.5,-0.096,-0.06769404677499731,4455.0
tenoxicam,-0.061356518101141,108.0,-2.052,-0.06769754443941949,4456.0
GW-2580,-0.071952089951341,111.5,-0.35200000000000004,-0.06770623312278949,4457.0
RG108,-0.079115541996567,115.0,1.238,-0.06770765823755738,4458.0
valaciclovir,-0.029335919146952,115.5,-0.194,-0.06781785967344611,4459.0
empagliflozin,-0.159402818386774,105.5,0.12799999999999995,-0.0678492362265229,4460.0
pantoprazole,-0.142209877630701,103.5,-1.208,-0.06787410146571986,4461.0
beclomethasone-dipropionate,0.126297197511941,105.0,-9.315999999999999,-0.0679006901843872,4462.0
methicillin,-0.057364049124022,112.5,-0.466,-0.0679187993280335,4463.0
olmesartan-medoxomil,-0.029614297646713,116.0,-0.013999999999999967,-0.06798026986325274,4464.0
pheniramine,-0.130540076226195,110.0,0.9120000000000001,-0.0680523762766944,4465.0
acrylate,-0.087062537946453,109.0,-0.8939999999999999,-0.06813217265004774,4466.0
SP-141,-0.028159939754765,111.0,-2.024,-0.06813721230757548,4467.0
UNC1215,-0.010615414602906,114.0,-1.432,-0.06817110004489084,4468.0
YM-750,-0.178580981515641,106.0,0.8959999999999999,-0.06817653363891181,4469.0
SCS,-0.026472220060573,112.0,-1.7020000000000004,-0.06821839197827473,4470.0
khellin,-0.101806406382643,109.0,-0.43199999999999994,-0.06823759580041051,4471.0
D-LACTITOL MONOHYDRATE,-0.08939660944402,111.0,-0.07000000000000002,-0.06832766867643307,4472.0
RGFP966,-0.097908701361375,109.0,-0.5759999999999998,-0.06836364546138911,4473.0
AM679,-0.095537186695709,111.5,0.312,-0.06840311907627006,4474.0
PK-11195,-0.12202585690825,111.0,0.974,-0.06840920253659744,4475.0
BMS-536924,0.022351766983143,110.0,-4.09,-0.06844536227538855,4476.0
tanespimycin,-0.047196132483929,113.5,-0.492,-0.06851849855939485,4477.0
T-0156,-0.148010309569576,110.0,1.41,-0.06852526081878296,4478.0
mCPP,0.005699404647912,113.5,-2.208,-0.06855219562707397,4479.0
ARQ-621,-0.017322561358378,112.5,-1.8519999999999999,-0.06855675686769395,4480.0
SCMC-Lys,-0.089320051222796,112.5,0.472,-0.0685931977729729,4481.0
tenovin-1,-0.031590494573907,109.0,-2.76,-0.0686350364745955,4482.0
PF-3274167,-0.108592443454479,105.5,-1.6320000000000001,-0.06866753002116333,4483.0
BAY-W-9798,-0.130133639538536,113.5,2.1559999999999997,-0.06876554899001656,4484.0
BTS-72664,-0.040122458139025,112.0,-1.342,-0.06879278637351723,4485.0
diperodon,-0.089393951453252,107.5,-1.512,-0.0689151482300558,4486.0
cafestol,-0.084210083112546,112.0,0.05599999999999987,-0.06899179305829299,4487.0
anagliptin,-0.112308575067581,109.5,-0.010000000000000009,-0.06902474431602001,4488.0
calcifediol,-0.014655024836572,115.0,-1.042,-0.06907789584758244,4489.0
dynasore,-0.106592430050442,108.5,-0.596,-0.06911588420495034,4490.0
YO-01027,0.179962537496365,119.0,-5.798,-0.06916581939666562,4491.0
ramelteon,0.005654688295382,113.5,-2.318,-0.06933672151781607,4492.0
tacedinaline,-0.086266508552351,110.5,-0.5239999999999999,-0.06944464470880596,4493.0
EVP4593,-0.170286015444656,102.0,-1.1199999999999999,-0.06955012287264739,4494.0
beta-hydroxybutyrate,-0.060318106757267,115.5,0.5479999999999998,-0.0696502262352509,4495.0
fleroxacin,-0.043047367909202,115.0,-0.22399999999999998,-0.06978546970924575,4496.0
dicyclohexylamine,-0.191158813257538,113.5,3.9799999999999995,-0.06982297286055665,4497.0
CGS-21680,-0.015530662415587,115.0,-1.12,-0.06982638643778627,4498.0
MDL-72832,-0.086227599833641,108.5,-1.358,-0.06984222718757109,4499.0
aspirin,-0.027020357690155,98.0,-7.352000000000001,-0.06986490199677527,4500.0
terazosin,-0.107849138927742,110.5,0.11200000000000002,-0.06988260885625412,4501.0
PF-562271,-0.118877436161033,106.0,-1.2899999999999998,-0.06996837864512369,4502.0
UB-165,-0.092410925709129,110.5,-0.404,-0.06999919243817936,4503.0
semagacestat,0.037611610922884,120.5,-0.73,-0.07000607661333158,4504.0
aminosalicylate,-0.137444659835452,105.5,-0.898,-0.07007114819666616,4505.0
talnetant,-0.028668054195509,117.0,0.04599999999999995,-0.0700746510337753,4506.0
tulobuterol,-0.01519806275923,115.0,-1.18,-0.07017301124675686,4507.0
dimpylate,-0.037857152454639,116.5,0.12799999999999995,-0.07022395228557998,4508.0
ACT-132577,0.068518155916412,120.0,-1.9579999999999997,-0.07024600214523395,4509.0
JQ1-(+),-0.10094628359971,104.0,-2.692,-0.07028973438753776,4510.0
IMREG-1,-0.094575350163868,114.0,0.978,-0.070326386549542,4511.0
ABT-751,-0.213239995112041,106.0,1.7100000000000002,-0.07033939152166735,4512.0
linsidomine,-0.067888880632493,117.0,1.248,-0.07054506587255738,4513.0
pyridoxal,-0.165093423433452,109.0,1.27,-0.07066893171438708,4514.0
clenbuterol,-0.09723647370891,110.5,-0.348,-0.07070391702048762,4515.0
AZD6482,-0.070150475161093,105.0,-3.364,-0.07073928948695551,4516.0
PF-915275,-0.032829273146207,119.5,1.052,-0.07077118370800832,4517.0
anlotinib,-0.207036224571785,100.0,-0.8880000000000001,-0.0708217094305379,4518.0
troxipide,-0.013954632101193,120.0,0.588,-0.07110524752529397,4519.0
isosorbide-mononitrate,-0.10301234398189,110.5,-0.22000000000000003,-0.07111821873540713,4520.0
AGN-195183,-0.136888981095447,110.5,0.874,-0.0711318502012372,4521.0
prednisolone-acetate,-0.148269538588598,107.5,0.076,-0.07114435750045171,4522.0
L-689560,-0.146105872716726,106.5,-0.388,-0.07118569699286333,4523.0
reboxetine,-0.087065881923303,113.0,0.22200000000000003,-0.07120583916537981,4524.0
U-0521,-0.143859047073571,103.0,-1.85,-0.07140289562339774,4525.0
ZK-811752,-0.046110588732694,112.0,-1.52,-0.07140950679607157,4526.0
tivantinib,-0.141113450810419,107.0,-0.4119999999999999,-0.07158382669904846,4527.0
LE-135,-0.140856128546996,107.0,-0.44800000000000006,-0.07177864717838174,4528.0
nemorubicin,0.022824713665044,108.5,-5.168,-0.07182785279674835,4529.0
Omaveloxolone (RTA-408),-0.212368348833675,111.5,3.6,-0.07186359925647993,4530.0
darusentan,-0.034493092127353,116.0,-0.414,-0.0719071221025479,4531.0
I-BRD9,-0.122491536023233,110.0,0.10399999999999991,-0.07190735781350051,4532.0
SANT-1,0.009113827902377,117.0,-1.44,-0.07193114252492246,4533.0
pramiracetam,-0.054243525491591,115.0,-0.172,-0.07196914864034472,4534.0
lorediplon,-0.126059439082237,112.0,0.9620000000000001,-0.07214449546313913,4535.0
AM-24,-0.076716716406281,112.0,-0.638,-0.07217070535984386,4536.0
linagliptin,-0.010206317217045,109.5,-3.768,-0.07222707238615796,4537.0
erythrosine,0.091330273386736,115.5,-4.732,-0.07228336421149735,4538.0
AZD8055,-0.069205393714027,105.0,-3.614,-0.072283932837369,4539.0
fluoromethylcholine,-0.029368153676725,114.5,-1.218,-0.07230138494093626,4540.0
nolatrexed,-0.166439679014258,108.5,0.8780000000000001,-0.07236887311795341,4541.0
AC-261066,-0.126656958220852,108.0,-0.604,-0.07237542998258695,4542.0
betamipron,0.008309106532282,117.5,-1.292,-0.07243868150047188,4543.0
cilostazol,-0.112129918730354,110.0,-0.312,-0.0724761008071609,4544.0
nortriptyline,-0.100303037665702,110.5,-0.5079999999999999,-0.07252859044559919,4545.0
NSC-23766,-0.114765781695086,110.5,-0.04600000000000002,-0.07256999236171635,4546.0
eucatropine,-0.103789199496888,115.0,1.338,-0.07262271037300883,4547.0
josamycin,-0.031335078256038,113.0,-1.7879999999999998,-0.07266345954047271,4548.0
vonoprazan,0.006528118267954,114.0,-2.63,-0.0727002500722651,4549.0
tetradecylthioacetic-acid,-0.064892370896107,112.0,-1.1,-0.07273015319402376,4550.0
GDC-0152,-0.085660693668243,109.5,-1.4060000000000001,-0.0727832594393899,4551.0
tocainide,-0.083166219932455,109.0,-1.686,-0.07282011952620678,4552.0
SA-47,-0.186731689021577,109.5,1.8579999999999999,-0.07282358095508708,4553.0
methylparaben,-0.112463987480371,114.5,1.394,-0.07283791274352162,4554.0
ML161,-0.13094488612984,110.0,0.23399999999999999,-0.07291733041914332,4555.0
SB-2343,-0.061626900329483,108.5,-2.592,-0.07292655733656939,4556.0
Bardoxolone Methyl,-0.259112604595028,107.0,3.206000000000001,-0.07298726929045503,4557.0
artemotil,-0.084970713164593,113.0,-0.1,-0.0729954123416291,4558.0
fosamprenavir,-0.122683163131001,109.0,-0.434,-0.07300599597995176,4559.0
licochalcone-A,-0.06256933907022,114.5,-0.2559999999999999,-0.07309040494445869,4560.0
phenyl-aminosalicylate,0.09870023267984,104.0,-9.558,-0.07315673596746049,4561.0
talopram,-0.070021938919598,111.0,-1.3900000000000001,-0.07320753183188174,4562.0
TCN201,-0.08452941965815,113.5,0.04399999999999995,-0.07324735083239742,4563.0
"2-ethyl-1,3-hexanediol",-0.095030364028574,116.5,1.544,-0.07327626499883581,4564.0
telbivudine,-0.036026665056412,117.5,0.012000000000000056,-0.07335591017090144,4565.0
alexidine,-0.069436662453586,104.5,-3.9659999999999997,-0.07344837612582959,4566.0
EMD-53998,-0.176744105432511,109.0,1.232,-0.07358967370585079,4567.0
salubrinal,-0.178119387888142,108.5,1.082,-0.073592671951258,4568.0
etofylline-clofibrate,-0.161713520401507,113.5,2.4880000000000004,-0.07362021560945875,4569.0
ceftriaxone,-0.108122742300102,112.5,0.362,-0.07364952883166005,4570.0
PIK-294,0.060341248756219,126.0,0.15000000000000005,-0.073662375985596,4571.0
tridihexethyl,-0.089965608836485,110.0,-1.2,-0.07367961748544642,4572.0
hexylcaine,-0.032678652254802,112.0,-2.298,-0.07382732837333257,4573.0
mifobate,-0.018261234838188,106.0,-5.096,-0.07384702536960548,4574.0
lodoxamide,-0.09758373994419,110.5,-0.796,-0.0739366867855807,4575.0
isoniazid,-0.114561547293901,111.0,-0.05800000000000001,-0.07397407544714556,4576.0
MK-0752,0.014809550239718,110.0,-4.632,-0.07397836878018578,4577.0
gramicidin,-0.258333279593531,100.0,0.32000000000000006,-0.07400004014986154,4578.0
oxiconazole,-0.077065523981918,114.5,0.07600000000000003,-0.07405455450526248,4579.0
benzocaine,-0.014164769567714,112.5,-2.742,-0.07410275913575948,4580.0
spirobromin,-0.058490692227789,112.0,-1.5059999999999998,-0.07413030912647667,4581.0
proguanil,-0.055305438610486,112.0,-1.61,-0.07413702820933236,4582.0
picotamide,-0.080011127246168,115.0,0.348,-0.07417674720566858,4583.0
ciprofibrate,-0.090801688959509,109.0,-1.654,-0.07433370260859584,4584.0
GSK-J4,-0.036890038270435,116.5,-0.4880000000000001,-0.07434002678462237,4585.0
D-delta-tocopherol,-0.139819116536111,112.0,1.09,-0.07437697154259564,4586.0
nystatin,-0.06481415835239,115.5,0.012000000000000056,-0.07444728430962666,4587.0
andarine,-0.01255843094691,116.0,-1.5,-0.07455675383693039,4588.0
4-galactosyllactose,-0.067278002152095,114.0,-0.514,-0.07461278668461131,4589.0
gonadorelin,-0.182238735036536,104.0,-0.68,-0.07463925939799858,4590.0
raltitrexed,-0.207262576803364,103.5,-0.07800000000000011,-0.07473412209150103,4591.0
imidapril,-0.037255556542973,117.0,-0.35,-0.0748179396048616,4592.0
fluvastatin,-0.082013429083916,115.0,0.31599999999999995,-0.07485800018590368,4593.0
MDL-73005EF,-0.064662022744201,113.0,-1.0260000000000002,-0.07488901448629741,4594.0
protoporphyrin-IX,-0.029752701262767,115.0,-1.3800000000000001,-0.07489547457582942,4595.0
iodixanol,-0.096588994731876,114.0,0.378,-0.07500864579799622,4596.0
cis-aconitic-acid,-0.11781935758077,109.5,-0.682,-0.07501025877777774,4597.0
etodolac,-0.01159320204401,115.0,-1.9920000000000002,-0.07506812204284952,4598.0
neo-gilurytmal,-0.036333177899535,115.5,-1.006,-0.07512742029145429,4599.0
AC-7954-(+/-),-0.099965653072557,106.5,-2.446,-0.07516530235603776,4600.0
Mps1-IN-5,-0.121685405185692,105.0,-2.3259999999999996,-0.07516850329099183,4601.0
amsacrine,-0.080322335400897,108.0,-2.5140000000000002,-0.07526892072233533,4602.0
EPZ005687,-0.130081525744228,110.0,-0.12800000000000003,-0.07526900579920244,4603.0
CDK1-5-inhibitor,-0.112523170134454,111.5,-0.11600000000000002,-0.07528428011830098,4604.0
CPI-0610,-0.056182012781345,108.0,-3.2980000000000005,-0.07529032894014831,4605.0
neostigmine,-0.106836060497883,112.5,0.08200000000000003,-0.07532756291547966,4606.0
